UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
6011,H35424,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,6010,300.66,1659.0,35.44,300.64553497186955,1603.2493582754048,36.38753008278963,300.6,1931.0,22.0,13050.38,1805235.3999999934,9257647,240129.89999999967,0.0003326679973385538,-0.26048679440704303,0.9727272727272727,False,90420.48999999999,2039184,1883.56,2,1,2,0.0,255.0,False,False
6012,L53191,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,6011,300.7,1540.6,39.08,300.6970233145797,1590.16623885027,36.32502005519309,300.7,1428.0,43.4,10888.960000000001,1805536.1999999934,9259211,240166.0999999997,0.00033255736614568043,0.09523809523809534,-0.16589861751152069,False,90480.64000000001,2446096,1310.4400000000003,2,2,1,0.0,255.0,True,False
6013,H35426,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,6012,300.72,1555.8,36.980000000000004,300.7313488763865,1535.11082590018,38.88334670346207,300.8,1564.0,36.2,13235.2,1805836.9999999935,9260636,240210.0999999997,0.0,-0.08887468030690537,0.2154696132596685,False,90480.64000000001,2030625,1936.0,2,1,2,0.0,255.0,False,False
6014,L53193,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,6013,300.72,1589.0,35.220000000000006,300.72089925092433,1555.74055060012,36.08889780230805,300.8,1425.0,44.0,9171.35,1806137.6999999934,9262233,240240.5999999997,-0.0003324468085107446,0.12070175438596498,-0.30681818181818177,False,90420.48999999999,2550409,930.25,2,2,0,0.0,255.0,True,False
6015,H35428,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,6014,300.76,1526.4,37.38,300.74726616728293,1576.4937004000801,34.99259853487203,300.7,1597.0,30.5,9866.24,1806438.4999999935,9263851,240273.39999999967,0.00033255736614568043,0.01314965560425807,0.07540983606557372,False,90480.64000000001,2617924,1075.84,2,3,0,0.0,255.0,False,False
6016,M20875,300.8,310.8,1520,38.0,45,0,0,0,0,0,0,6015,300.78,1544.8,36.3,300.764844111522,1557.662466933387,35.99506568991469,300.8,1618.0,32.8,11430.4,1806739.2999999935,9265371,240311.39999999967,0.0,-0.060568603213844274,0.1585365853658538,False,90480.64000000001,2310400,1444.0,2,2,1,0.0,255.0,False,True
6017,L53196,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,6016,300.76,1517.0,38.12,300.7432294076813,1513.441644622258,39.096710459943125,300.8,1520.0,38.0,13621.71,1807039.9999999935,9266796,240356.69999999966,-0.0003324468085107446,-0.0625,0.19210526315789456,False,90420.48999999999,2030625,2052.0899999999997,2,1,2,0.0,255.0,True,False
6018,L53197,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,6017,300.76,1511.6,36.959999999999994,300.7621529384542,1474.9610964148387,38.79780697329542,300.7,1425.0,45.3,11490.560000000001,1807340.7999999935,9268194,240394.89999999967,0.00033255736614568043,-0.0189473684210526,-0.1567328918322295,False,90480.64000000001,1954404,1459.2400000000002,2,0,1,0.0,255.0,True,False
6019,M20878,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,6018,300.78000000000003,1503.6,37.17999999999999,300.77476862563617,1502.3073976098926,36.39853798219695,300.8,1398.0,38.2,9505.28,1807641.5999999936,9269751,240426.49999999968,0.0,0.11373390557939911,-0.17277486910994766,False,90480.64000000001,2424249,998.5600000000001,2,2,0,0.0,255.0,False,True
6020,L53199,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,6019,300.76,1483.8,39.4,300.74984575042413,1507.8715984065952,38.899025321464634,300.8,1557.0,31.6,13200.73,1807942.2999999935,9271270,240470.39999999967,-0.0003324468085107446,-0.02440590879897242,0.3892405063291138,False,90420.48999999999,2307361,1927.2099999999998,2,2,2,0.0,255.0,True,False
6021,L53200,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,6020,300.74,1503.6,38.78,300.73323050028273,1544.9143989377303,37.56601688097642,300.7,1519.0,43.9,10494.429999999998,1808242.9999999935,9272889,240505.29999999967,0.0,0.06583278472679388,-0.2050113895216401,False,90420.48999999999,2621161,1218.01,2,3,1,0.0,255.0,True,False
6022,L53201,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,6021,300.74,1581.4,34.0,300.72215366685515,1634.6095992918204,32.17734458731762,300.7,1619.0,34.9,6434.98,1808543.6999999934,9274703,240526.69999999966,0.0,0.12044471896232234,-0.3868194842406877,False,90420.48999999999,3290596,457.9599999999999,2,3,0,0.0,255.0,True,False
6023,L53202,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,6022,300.71999999999997,1606.0,34.239999999999995,300.71476911123676,1596.7397328612137,34.58489639154509,300.7,1814.0,21.4,11847.58,1808844.3999999934,9276224,240566.09999999966,0.0,-0.16152149944873206,0.8411214953271029,False,90420.48999999999,2313441,1552.36,2,2,1,0.0,255.0,True,False
6024,M20883,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,6023,300.7,1568.4,38.16,300.70984607415784,1520.8264885741426,40.12326426103006,300.7,1521.0,39.4,15395.84,1809145.0999999933,9277593,240617.29999999967,0.0,-0.09993425378040766,0.29949238578680215,False,90420.48999999999,1874161,2621.4400000000005,2,0,3,0.0,255.0,False,True
6025,L53204,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,6024,300.7,1535.8,42.44,300.70656404943855,1465.8843257160952,48.51550950735337,300.7,1369.0,51.2,19635.71,1809445.7999999933,9278949,240682.59999999966,0.0,-0.009495982468955444,0.2753906249999998,False,90420.48999999999,1838736,4264.089999999999,2,0,3,0.0,255.0,True,False
6026,L53205,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,6025,300.7,1479.2,46.12,300.70437603295903,1422.5895504773969,50.110339671568916,300.7,1356.0,65.3,16027.309999999998,1809746.4999999932,9280285,240735.89999999964,0.0,-0.014749262536873142,-0.18376722817764168,False,90420.48999999999,1784896,2840.89,2,0,3,0.1,256.0,True,False
6027,L53206,300.7,311.0,1403,48.3,70,0,0,0,0,0,0,6026,300.7,1397.0,51.5,300.702917355306,1416.0597003182647,49.50689311437928,300.7,1336.0,53.3,14523.81,1810047.1999999932,9281688,240784.19999999963,0.0,0.050149700598802305,-0.09380863039399623,False,90420.48999999999,1968409,2332.89,2,0,3,0.1,256.0,True,False
6028,M20887,300.7,311.0,1413,44.3,72,0,0,0,0,0,0,6027,300.7,1375.4,52.48,300.7019449035373,1415.0398002121765,47.77126207625286,300.7,1403.0,48.3,13321.009999999998,1810347.8999999932,9283101,240828.49999999962,0.0,0.0071275837491091565,-0.082815734989648,False,90420.48999999999,1996569,1962.4899999999998,2,0,2,0.1,256.0,False,True
6029,L53208,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,6028,300.68,1396.0,51.760000000000005,300.6679632690249,1434.0265334747844,47.71417471750191,300.7,1413.0,44.3,14308.560000000001,1810648.4999999932,9284573,240876.09999999963,-0.0003325573661455694,0.041755130927105366,0.0744920993227991,False,90360.36000000002,2166784,2265.76,2,1,3,0.1,256.0,True,False
6030,M20889,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,6029,300.68,1415.2,48.279999999999994,300.67864217934994,1440.0176889831896,47.776116478334615,300.6,1472.0,47.6,14403.529999999999,1810949.1999999932,9286025,240923.99999999962,0.0003326679973385538,-0.013586956521739135,0.006302521008403339,False,90420.48999999999,2108304,2294.41,2,1,3,0.1,256.0,False,True
6031,L53210,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,6030,300.65999999999997,1427.4,48.36,300.65242811956665,1425.6784593221264,49.750744318889744,300.7,1452.0,47.9,16142.220000000003,1811249.7999999933,9287422,240977.69999999963,-0.0003325573661455694,-0.037878787878787845,0.12108559498956173,False,90360.36000000002,1951609,2883.6900000000005,2,0,3,0.1,256.0,True,False
6032,L53211,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,6031,300.64,1437.8,46.82,300.6349520797111,1435.452306214751,46.700496212593166,300.6,1397.0,53.7,12204.36,1811550.3999999934,9288877,241018.29999999964,0.0,0.04151753758052967,-0.24394785847299816,False,90360.36000000002,2117025,1648.3600000000001,2,1,2,0.1,256.0,True,False
6033,L53212,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,6032,300.64,1506.0,43.5,300.6566347198074,1541.634870809834,40.366997475062114,300.6,1455.0,40.6,8329.39,1811851.0999999933,9290631,241045.99999999965,0.0003326679973385538,0.20549828178694152,-0.31773399014778325,False,90420.48999999999,3076516,767.29,2,3,0,0.1,256.0,True,False
6034,L53213,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,6033,300.64,1505.8,41.56,300.63775647987165,1518.0899138732227,39.544664983374744,300.7,1754.0,27.7,11392.74,1812151.6999999934,9292102,241083.89999999964,-0.0003325573661455694,-0.16134549600912196,0.36823104693140785,False,90360.36000000002,2163841,1436.4099999999999,2,1,1,0.1,256.0,True,False
6035,M20894,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,6034,300.62,1493.2,41.6,300.6251709865811,1475.0599425821486,42.39644332224983,300.6,1471.0,37.9,14458.860000000002,1812452.2999999935,9293491,241131.99999999965,0.0,-0.05574439157036026,0.2691292875989446,False,90360.36000000002,1929321,2313.61,2,0,3,0.1,256.0,False,True
6036,M20895,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,6035,300.62,1554.2,36.92,300.61678065772077,1550.706628388099,38.36429554816656,300.6,1389.0,48.1,9108.18,1812752.8999999936,9295193,241162.29999999964,0.0,0.22534197264218858,-0.3700623700623701,False,90360.36000000002,2896804,918.09,2,3,0,0.0,256.0,False,True
6037,M20896,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,6036,300.62,1543.4,39.72,300.6111871051472,1500.8044189253994,43.77619703211104,300.6,1702.0,30.3,16412.760000000002,1813053.4999999937,9296594,241216.89999999964,0.0,-0.1768507638072856,0.801980198019802,False,90360.36000000002,1962801,2981.1600000000003,2,0,3,0.0,256.0,False,True
6038,L53217,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,6037,300.62,1477.8,43.42,300.6407914034315,1475.869612616933,44.5841313547407,300.6,1401.0,54.6,13892.34,1813354.1999999937,9298020,241263.09999999966,0.0003326679973385538,0.017844396859386213,-0.15384615384615385,False,90420.48999999999,2033476,2134.44,2,1,2,0.0,256.0,True,False
6039,L53218,300.7,311.0,1496,38.3,99,0,0,0,0,0,0,6038,300.64,1482.8,43.5,300.66052760228763,1482.579741744622,42.489420903160465,300.7,1426.0,46.2,11516.81,1813654.8999999936,9299516,241301.39999999964,0.0,0.04908835904628339,-0.17099567099567115,False,90420.48999999999,2238016,1466.8899999999999,2,1,1,0.0,256.0,True,False
6040,L53219,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,6039,300.64,1491.6,42.4,300.6403517348584,1466.0531611630813,42.52628060210698,300.7,1496.0,38.3,12805.560000000001,1813955.4999999937,9300949,241343.99999999965,-0.0003325573661455694,-0.042112299465240643,0.11227154046997412,False,90360.36000000002,2053489,1814.7600000000002,2,1,2,0.0,256.0,True,False
6041,M20900,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,6040,300.65999999999997,1438.8,45.660000000000004,300.66023448990563,1456.7021074420543,43.88418706807132,300.6,1433.0,42.6,14012.62,1814256.1999999937,9302387,241390.59999999966,0.0003326679973385538,0.0034891835310537633,0.0938967136150235,False,90420.48999999999,2067844,2171.56,2,1,2,0.0,256.0,False,True
6042,M20901,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,6041,300.68,1442.2,44.6,300.6734896599371,1443.8014049613696,45.68945804538088,300.7,1438.0,46.6,14824.509999999998,1814556.8999999936,9303805,241439.89999999964,0.0,-0.013908205841446475,0.05793991416309008,False,90420.48999999999,2010724,2430.49,2,0,3,0.0,256.0,False,True
6043,M20902,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,6042,300.7,1473.0,42.68,300.7156597732914,1489.2009366409131,42.659638696920595,300.7,1418.0,49.3,11009.28,1814857.6999999937,9305385,241476.49999999965,0.00033255736614568043,0.11424541607898453,-0.2576064908722109,False,90480.64000000001,2496400,1339.5600000000002,2,2,1,0.0,256.0,False,True
6044,M20903,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,6043,300.7,1467.4,43.38,300.7104398488609,1482.1339577606088,42.373092464613734,300.8,1580.0,36.6,12569.259999999998,1815158.3999999936,9306853,241518.29999999964,-0.0003324468085107446,-0.07088607594936713,0.14207650273224037,False,90420.48999999999,2155024,1747.2399999999998,2,1,2,0.0,256.0,False,True
6045,M20904,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,6044,300.74,1485.2,43.2,300.74029323257395,1495.4226385070726,42.148728309742495,300.7,1468.0,41.8,12543.36,1815459.1999999937,9308375,241559.99999999965,0.00033255736614568043,0.03678474114441421,-0.0023923444976075015,False,90480.64000000001,2316484,1738.8900000000003,2,2,2,0.0,256.0,False,True
6046,L53225,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,6045,300.76,1459.8,45.04,300.76019548838264,1433.9484256713818,46.699152206495,300.8,1522.0,41.7,16784.64,1815759.9999999937,9309686,241615.79999999964,0.0,-0.13863337713534818,0.3381294964028776,False,90480.64000000001,1718721,3113.64,2,0,3,0.0,256.0,True,False
6047,L53226,300.9,311.0,1316,56.5,120,0,0,0,0,0,0,6046,300.8,1439.4,46.480000000000004,300.8067969922551,1394.6322837809212,49.96610147099667,300.8,1311.0,55.8,17000.85,1816060.8999999936,9311002,241672.29999999964,0.0003324468085106336,0.0038138825324181003,0.012544802867383575,False,90540.80999999998,1731856,3192.25,2,0,3,0.0,256.0,True,False
6048,H35461,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,6047,300.82,1494.0,43.88,300.83786466150343,1547.4215225206142,41.17740098066445,300.9,1316.0,56.5,7101.24,1816361.7999999935,9312855,241695.89999999964,0.0,0.4080547112462005,-0.5823008849557522,False,90540.80999999998,3433609,556.96,2,3,0,0.0,256.0,False,False
6049,M20908,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,6048,300.86,1511.6,43.279999999999994,300.8585764410023,1550.281015013743,40.38493398710963,300.9,1853.0,23.6,11674.919999999998,1816662.6999999934,9314411,241734.69999999963,0.0,-0.16028062601187265,0.6440677966101693,False,90540.80999999998,2421136,1505.4399999999998,2,2,1,0.0,256.0,False,True
6050,M20909,300.9,311.0,1567,34.3,130,0,0,0,0,0,0,6049,300.88,1520.6,41.8,300.87238429400156,1555.854010009162,38.35662265807309,300.9,1556.0,38.8,10320.869999999999,1816963.5999999933,9315978,241768.99999999962,0.0,0.007069408740359995,-0.115979381443299,False,90540.80999999998,2455489,1176.4899999999998,2,2,1,0.0,256.0,False,True
6051,M20910,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,6050,300.9,1567.6,38.17999999999999,300.8815895293344,1552.5693400061082,38.1377484387154,300.9,1567.0,34.3,11343.93,1817264.4999999932,9317524,241806.69999999963,0.0,-0.01340140395660494,0.09912536443148712,False,90540.80999999998,2390116,1421.2900000000002,2,2,1,0.0,256.0,False,True
6052,L53231,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,6051,300.9,1580.8,37.12,300.8877263528896,1495.7128933374056,42.491832292476936,300.9,1546.0,37.7,15406.08,1817565.3999999932,9318906,241857.89999999964,0.0,-0.1060802069857697,0.3580901856763925,False,90540.80999999998,1909924,2621.4400000000005,2,0,3,0.0,256.0,True,False
6053,L53232,300.9,311.0,2003,20.2,138,0,0,0,0,0,0,6052,300.9,1610.8,36.44,300.89181756859307,1664.8085955582706,35.06122152831796,300.9,1382.0,51.2,6078.179999999999,1817866.299999993,9320909,241878.09999999966,0.0,0.44934876989869754,-0.60546875,False,90540.80999999998,4012009,408.03999999999996,2,3,0,0.0,256.0,True,False
6054,L53233,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,6053,300.88,1649.2,34.66,300.8612117123954,1692.5390637055139,33.34081435221197,300.9,2003.0,20.2,8993.92,1818167.099999993,9322657,241907.99999999965,-0.0003323363243601385,-0.12730903644533198,0.4801980198019802,False,90480.64000000001,3055504,894.0099999999999,2,3,0,0.0,256.0,True,False
6055,H35468,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,6054,300.84000000000003,1639.4,35.82000000000001,300.80747447493025,1634.3593758036761,35.59387623480798,300.8,1748.0,29.9,12058.07,1818467.799999993,9324175,241948.09999999966,-0.0003324468085107446,-0.13157894736842102,0.3411371237458196,False,90420.48999999999,2304324,1608.0100000000002,2,2,1,0.0,256.0,False,False
6056,L53235,300.7,310.8,1475,42.0,147,0,0,0,0,0,0,6055,300.8,1625.2,36.68000000000001,300.7716496499535,1581.2395838691177,37.72925082320532,300.7,1518.0,40.1,12629.4,1818768.499999993,9325650,241990.09999999966,0.0,-0.02832674571805005,0.04738154613466339,False,90420.48999999999,2175625,1764.0,2,1,2,0.0,256.0,True,False
6057,L53236,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,6056,300.78000000000003,1675.6,32.28,300.7810997666357,1598.8263892460786,34.886167215470216,300.7,1475.0,42.0,8783.36,1819069.299999993,9327284,242019.29999999967,0.00033255736614568043,0.1077966101694916,-0.3047619047619048,False,90480.64000000001,2669956,852.64,2,3,0,0.0,256.0,True,False
6058,L53237,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,6057,300.76,1612.8,34.82000000000001,300.7873998444238,1628.884259497386,34.22411147698014,300.8,1634.0,29.2,9896.32,1819370.099999993,9328973,242052.19999999966,0.0,0.033659730722154224,0.12671232876712324,False,90480.64000000001,2852721,1082.4099999999999,2,3,0,0.0,256.0,True,False
6059,M20918,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,6058,300.78000000000003,1590.4,35.9,300.8249332296159,1631.2561729982574,34.58274098465343,300.8,1689.0,32.9,10621.769999999999,1819670.999999993,9330609,242087.49999999965,0.0003324468085106336,-0.031379514505624595,0.07294832826747721,False,90540.80999999998,2676496,1246.0899999999997,2,3,1,0.0,256.0,False,True
6060,L53239,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,6059,300.82,1733.8,31.04,300.84995548641064,1832.5041153321718,28.321827323102287,300.9,1636.0,35.3,4754.22,1819971.899999993,9332844,242103.29999999964,0.0,0.3661369193154034,-0.5524079320113313,False,90540.80999999998,4995225,249.64000000000001,2,3,0,0.0,256.0,True,False
6061,L53240,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,6060,300.88,1761.8,29.76,300.8999703242738,1760.0027435547813,30.747884882068195,300.9,2235.0,15.8,10715.6,1820272.899999993,9334459,242138.89999999964,0.00033233632436036054,-0.2774049217002237,1.2531645569620253,False,90601.0,2608225,1267.3600000000001,2,3,1,0.0,256.0,True,False
6062,H35475,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,6061,300.93999999999994,1758.6,29.82,300.9666468828492,1712.6684957031875,30.33192325471213,301.0,1615.0,35.6,8882.45,1820573.999999993,9336077,242168.39999999964,0.00033222591362136455,0.0018575851393189957,-0.1713483146067416,False,90661.21000000002,2617924,870.25,2,3,0,0.0,256.0,False,False
6063,M20922,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,6062,301.0,1702.2,33.839999999999996,301.0110979218995,1610.7789971354584,37.88794883647475,301.1,1618.0,29.5,15958.300000000001,1820875.099999993,9337484,242221.39999999964,0.0,-0.13040791100123605,0.7966101694915255,False,90661.21000000002,1979649,2809.0,2,0,3,0.0,256.0,False,True
6064,L53243,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,6063,301.03999999999996,1665.0,35.44,301.040731947933,1557.1859980903057,39.69196589098317,301.1,1407.0,53.0,13037.630000000001,1821176.1999999932,9338934,242264.69999999963,0.0,0.03056147832267242,-0.18301886792452837,False,90661.21000000002,2102500,1874.8899999999996,2,1,2,0.0,256.0,True,False
6065,L53244,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,6064,301.08000000000004,1595.8,37.040000000000006,301.0604879652887,1667.7906653935374,34.394643927322115,301.1,1450.0,43.3,7166.180000000001,1821477.2999999933,9340823,242288.49999999962,0.0,0.3027586206896551,-0.4503464203233256,False,90661.21000000002,3568321,566.44,2,3,0,0.0,256.0,True,False
6066,L53245,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,6065,301.08000000000004,1586.4,37.56,301.0403253101925,1634.5271102623583,35.66309595154808,301.1,1889.0,23.8,11498.2,1821778.2999999933,9342391,242326.69999999963,-0.00033211557622059296,-0.16993118051879297,0.6050420168067228,False,90601.0,2458624,1459.2400000000002,2,2,1,0.0,256.0,True,False
6067,L53246,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,6066,301.06000000000006,1623.6,36.82000000000001,301.0268835401283,1691.018073508239,32.37539730103205,301.0,1568.0,38.2,7765.8,1822079.2999999933,9344195,242352.49999999962,0.0,0.15051020408163263,-0.32460732984293195,False,90601.0,3254416,665.64,2,3,0,0.0,256.0,True,False
6068,L53247,301.0,311.0,1582,37.5,176,0,0,0,0,0,0,6067,301.04,1658.6,33.720000000000006,301.01792236008555,1654.6787156721593,34.08359820068804,301.0,1804.0,25.8,11287.5,1822380.2999999933,9345777,242389.99999999962,0.0,-0.12305986696230597,0.4534883720930232,False,90601.0,2502724,1406.25,2,2,1,0.0,256.0,True,False
6069,M20928,301.0,310.9,2047,17.9,178,0,0,0,0,0,0,6068,301.02,1778.0,28.639999999999997,301.01194824005705,1785.452477114773,28.68906546712536,301.0,1582.0,37.5,5387.9,1822681.2999999933,9347824,242407.89999999962,0.0,0.29393173198482936,-0.5226666666666667,False,90601.0,4190209,320.40999999999997,2,3,0,0.0,256.0,False,True
6070,L53249,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,6069,300.98,1720.4,30.68,300.974632160038,1723.9683180765155,30.459376978083576,301.0,2047.0,17.9,10230.599999999999,1822982.1999999932,9349425,242441.89999999962,-0.00033222591362136455,-0.21787982413287743,0.8994413407821231,False,90540.80999999998,2563201,1156.0,2,2,1,0.0,256.0,True,False
